novel,year_star,year_end,time,TV,name_music,artist_music,obs
Tieta,1989,1990,20h,Globo,MEIA LUA INTEIRA,Caetano Veloso,
Tieta,1989,1990,20h,Globo,TUDO O QUE SE QUER (ALL I ASK OF YOU),Emílio Santhiago e Verônica Sabino,tema de Ascânio e Leonora
Tieta,1989,1990,20h,Globo,NO RANCHO FUNDO,Chitãozinho & Xororó,tema de Osnar
Tieta,1989,1990,20h,Globo,PAIXÃO ANTIGA,Tim Maia,tema de Helena
Tieta,1989,1990,20h,Globo,PAIXÃO DE BEATA (NENÉM DE MULHER),Pinto do Acordeon,tema de Amorzinho e Cinira
Tieta,1989,1990,20h,Globo,TIETA,Luiz Caldas,tema de abertura
Tieta,1989,1990,20h,Globo,SEGREDOS DA NOITE,Instrumental,tema da Mulher de Branco
Tieta,1989,1990,20h,Globo,CORAÇÃO DO AGRESTE,Fafá de Belém,tema de Tieta
Tieta,1989,1990,20h,Globo,EU E VOCÊ,José Augusto (participação Roupa Nova),tema de Elisa
Tieta,1989,1990,20h,Globo,CADÊ O MEU AMOR,Quinteto Violado,tema de Carmosina
Tieta,1989,1990,20h,Globo,AMOR ESCONDIDO,Fagner,tema de Carol
Tieta,1989,1990,20h,Globo,"POR VOCÊ, COM VOCÊ",Guilherme Arantes,
Tieta,1989,1990,20h,Globo,TENHA CALMA,Maria Bethânia,tema de Tieta e Ricardo
Tieta,1989,1990,20h,Globo,IMACULADA,Instrumental,tema de Imaculada
