novel,year_star,year_end,time,TV,name_music,artist_music,obs
Bambolê,1987,1988,18h,Globo,SEE YOU LATER ALLIGATOR,Bill Haley & The Comets,tema de Alligator
Bambolê,1987,1988,18h,Globo,EU NÃO EXISTO SEM VOCÊ,Maysa,tema de Fausta
Bambolê,1987,1988,18h,Globo,BLUE MOON,The Marcels,
Bambolê,1987,1988,18h,Globo,OLHOS CASTANHOS,Francisco José,
Bambolê,1987,1988,18h,Globo,NEL BLU DIPINTO DI BLU (VOLARE),Domenico Modugno,tema de Yolanda
Bambolê,1987,1988,18h,Globo,QUE SERÁ,Dalva de Oliveira,
Bambolê,1987,1988,18h,Globo,NEXT DOOR TO AN ANGEL,Neil Sedaka,
Bambolê,1987,1988,18h,Globo,TEQUILA,Silvio Mazzuca,tema de Álvaro
Bambolê,1987,1988,18h,Globo,DONNA,Ritchie Valens,
Bambolê,1987,1988,18h,Globo,PUPPY LOVE,Paul Anka,
Bambolê,1987,1988,18h,Globo,VIVO SONHANDO,Sílvia Telles,tema de Marta
Bambolê,1987,1988,18h,Globo,WAKE UP LITTLE SUSIE,Everly Brothers,
Bambolê,1987,1988,18h,Globo,BALADA TRISTE,Agostinho dos Santos,
Bambolê,1987,1988,18h,Globo,TRUE FINE MAMA,Little Richard,
Bambolê,1987,1988,18h,Globo,CABECINHA NO OMBRO,Alcides Gerardi,
Bambolê,1987,1988,18h,Globo,MOON RIVER,Andy Williams,tema de Ana
Bambolê,1987,1988,18h,Globo,MULHER DE TRINTA,Miltinho,
Bambolê,1987,1988,18h,Globo,LITTLE STAR,The Elegants,
